CUST_CODE,CUST_LIFESTAGE_LABEL,CUST_LIFESTAGE_CD,CUST_PRICE_SENSITIVITY_LABEL,CUST_PRICE_SENSITIVITY_CD,Start_Date,Last_Date,FQ,Total_Spend,MTBP,Life_Time,ARPU,CLTV,BASKET_SIZE_L,BASKET_SIZE_M,BASKET_SIZE_S,BASKET_PRICE_SENSITIVITY_LA,BASKET_PRICE_SENSITIVITY_MM,BASKET_PRICE_SENSITIVITY_UM,BASKET_PRICE_SENSITIVITY_XX,BASKET_TYPE_Full Shop,BASKET_TYPE_Small Shop,BASKET_TYPE_Top Up,BASKET_TYPE_XX,BASKET_DOMINANT_MISSION_Fresh,BASKET_DOMINANT_MISSION_Grocery,BASKET_DOMINANT_MISSION_Mixed,BASKET_DOMINANT_MISSION_Nonfood,BASKET_DOMINANT_MISSION_XX
CUST0000407542,Young Adults,0,UP Market,2,2007-10-04 00:00:00,2007-10-04 00:00:00,1,0.65,0,285,0.65,185.25,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000407855,Other,5,Mid Market,1,2007-09-24 00:00:00,2008-02-01 00:00:00,2,10.67,65,295,5.335,1573.825,0,1,0,0.5,0,0.5,0,0,1,0,0,1,0,0,0,0
CUST0000408481,Other,5,Mid Market,1,2008-04-04 00:00:00,2008-04-04 00:00:00,1,1.07,0,102,1.07,109.14,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000408886,Other,5,Mid Market,1,2007-09-25 00:00:00,2008-06-20 00:00:00,3,34.24,89.66666667,294,11.41333333,3355.52,0,1,0,0,1,0,0,0,0,1,0,0.666666667,0,0.333333333,0,0
CUST0000409048,Young Families,2,Mid Market,1,2006-10-29 00:00:00,2007-03-08 00:00:00,2,40.1,65,625,20.05,12531.25,1,0,0,0,0.5,0.5,0,0,0,1,0,0,0.5,0.5,0,0
CUST0000410280,Young Families,2,Mid Market,1,2006-08-30 00:00:00,2008-06-28 00:00:00,4,11.62,167,685,2.905,1989.925,0,1,0,0,0.25,0.75,0,0,1,0,0,1,0,0,0,0
CUST0000410483,Other,5,UP Market,2,2006-04-12 00:00:00,2008-07-03 00:00:00,103,1855.95,7.893203883,825,18.01893204,14865.61893,0.475728155,0.388349515,0.13592233,0.106796117,0.310679612,0.572815534,0.009708738,0.029126214,0.446601942,0.514563107,0.009708738,0.640776699,0.116504854,0.184466019,0.048543689,0.009708738
CUST0000410674,Young Families,2,Mid Market,1,2006-05-15 00:00:00,2006-12-08 00:00:00,3,3.02,69,792,1.006666667,797.28,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000410727,Other,5,UP Market,2,2006-04-15 00:00:00,2008-07-05 00:00:00,99,2224.47,8.202020202,822,22.46939394,18469.84182,0.626262626,0.313131313,0.060606061,0.01010101,0.191919192,0.787878788,0.01010101,0.272727273,0.242424242,0.474747475,0.01010101,0.414141414,0.080808081,0.484848485,0.01010101,0.01010101
CUST0000411101,Young Families,2,UP Market,2,2007-05-22 00:00:00,2008-05-23 00:00:00,3,17.87,122.3333333,420,5.956666667,2501.8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000411230,Pensioners,4,UP Market,2,2007-10-12 00:00:00,2007-10-12 00:00:00,1,58.58,0,277,58.58,16226.66,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
CUST0000411532,Other,5,Mid Market,1,2007-08-11 00:00:00,2008-01-15 00:00:00,2,1.23,78.5,339,0.615,208.485,0,0,1,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0
CUST0000411935,Young Adults,0,Mid Market,1,2006-09-15 00:00:00,2008-04-25 00:00:00,31,972.52,18.96774194,669,31.3716129,20987.60903,0.677419355,0.129032258,0.193548387,0.096774194,0.870967742,0,0.032258065,0.548387097,0.290322581,0.161290323,0,0.322580645,0.096774194,0.516129032,0.064516129,0
CUST0000412413,Young Families,2,UP Market,2,2006-05-02 00:00:00,2008-07-06 00:00:00,64,3491.23,12.4375,805,54.55046875,43913.12734,0.828125,0.078125,0.09375,0.046875,0.453125,0.5,0,0.78125,0.140625,0.078125,0,0.4375,0.03125,0.515625,0.015625,0
CUST0000412921,Other,5,Mid Market,1,2006-12-21 00:00:00,2007-09-13 00:00:00,3,88.86,88.66666667,572,29.62,16942.64,1,0,0,0.666666667,0.333333333,0,0,0.333333333,0,0.666666667,0,0.333333333,0,0.666666667,0,0
CUST0000413634,Other,5,Mid Market,1,2007-03-05 00:00:00,2007-09-30 00:00:00,5,84,41.8,498,16.8,8366.4,0.4,0.2,0.4,0.2,0.6,0.2,0,0.2,0.6,0.2,0,0.2,0.2,0.4,0.2,0
CUST0000413889,Other,5,Mid Market,1,2006-08-24 00:00:00,2007-12-27 00:00:00,31,572.2,15.80645161,691,18.45806452,12754.52258,0.838709677,0.096774194,0.064516129,0.193548387,0.741935484,0.064516129,0,0.387096774,0.161290323,0.451612903,0,0.516129032,0,0.451612903,0.032258065,0
CUST0000414096,Other,5,Mid Market,1,2006-05-01 00:00:00,2006-05-01 00:00:00,1,26.28,0,806,26.28,21181.68,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
CUST0000414458,Young Adults,0,Mid Market,1,2006-04-10 00:00:00,2008-07-06 00:00:00,65,1325.94,12.58461538,827,20.39907692,16870.03662,0.507692308,0.415384615,0.076923077,0.261538462,0.569230769,0.123076923,0.046153846,0.184615385,0.338461538,0.430769231,0.046153846,0.538461538,0.184615385,0.230769231,0,0.046153846
CUST0000414514,Other,5,Mid Market,1,2006-04-12 00:00:00,2008-06-18 00:00:00,114,7189.03,7,825,63.06166667,52025.875,0.973684211,0.01754386,0.00877193,0.01754386,0.596491228,0.385964912,0,0.649122807,0.035087719,0.315789474,0,0.403508772,0.043859649,0.552631579,0,0
CUST0000414643,Other,5,Mid Market,1,2007-04-04 00:00:00,2007-04-04 00:00:00,1,0.39,0,468,0.39,182.52,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000414687,Other,5,Less Affluent,0,2006-09-08 00:00:00,2006-09-08 00:00:00,1,12.33,0,676,12.33,8335.08,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST0000414799,Other,5,Mid Market,1,2007-02-26 00:00:00,2008-06-30 00:00:00,34,128.29,14.41176471,505,3.773235294,1905.483824,0.029411765,0.352941176,0.617647059,0.264705882,0.411764706,0.264705882,0.058823529,0,0.852941176,0.147058824,0,0.470588235,0.264705882,0.147058824,0.117647059,0
CUST0000415057,OA,1,Mid Market,1,2007-08-28 00:00:00,2007-08-28 00:00:00,1,3.49,0,322,3.49,1123.78,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000415342,Other,5,Less Affluent,0,2007-08-21 00:00:00,2007-08-26 00:00:00,3,2.53,1.666666667,329,0.843333333,277.4566667,0,0,1,0,1,0,0,0,1,0,0,0.333333333,0.666666667,0,0,0
CUST0000415504,Young Adults,0,UP Market,2,2007-09-19 00:00:00,2007-09-22 00:00:00,3,9.87,1,300,3.29,987,0,0.333333333,0.666666667,0,0,1,0,0,1,0,0,0.333333333,0.666666667,0,0,0
CUST0000415649,Older Adults,3,Less Affluent,0,2006-07-26 00:00:00,2008-07-02 00:00:00,13,203.28,54.38461538,720,15.63692308,11258.58462,0.538461538,0.384615385,0.076923077,0.615384615,0.307692308,0.076923077,0,0.230769231,0.307692308,0.461538462,0,0.538461538,0.153846154,0.307692308,0,0
CUST0000415919,Young Adults,0,Less Affluent,0,2006-04-28 00:00:00,2008-01-15 00:00:00,11,9.31,57,809,0.846363636,684.7081818,0,0,1,0.272727273,0.727272727,0,0,0,1,0,0,0.363636364,0.090909091,0.090909091,0.454545455,0
CUST0000416013,OA,1,Less Affluent,0,2006-10-12 00:00:00,2008-04-18 00:00:00,36,440.13,15.38888889,642,12.22583333,7848.985,0.277777778,0.5,0.222222222,0.25,0.638888889,0.055555556,0.055555556,0.083333333,0.527777778,0.388888889,0,0.388888889,0.277777778,0.222222222,0.111111111,0
CUST0000416322,Other,5,Less Affluent,0,2006-04-19 00:00:00,2008-07-01 00:00:00,131,1561.15,6.13740458,818,11.91717557,9748.249618,0.450381679,0.458015267,0.091603053,0.641221374,0.328244275,0.030534351,0,0.022900763,0.404580153,0.572519084,0,0.618320611,0.152671756,0.20610687,0.022900763,0
CUST0000416384,Young Adults,0,Mid Market,1,2006-04-17 00:00:00,2007-08-07 00:00:00,4,3.89,119.25,820,0.9725,797.45,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000417416,Young Adults,0,Less Affluent,0,2007-09-05 00:00:00,2007-09-05 00:00:00,1,2.07,0,314,2.07,649.98,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000417835,Young Families,2,Less Affluent,0,2006-12-31 00:00:00,2006-12-31 00:00:00,1,1.99,0,562,1.99,1118.38,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST0000417931,OA,1,Mid Market,1,2007-04-06 00:00:00,2008-04-23 00:00:00,6,2.96,63.83333333,466,0.493333333,229.8933333,0,0,1,0,1,0,0,0,1,0,0,0,0.166666667,0,0.833333333,0
CUST0000418388,Other,5,UP Market,2,2006-04-14 00:00:00,2008-07-06 00:00:00,375,1440.11,2.170666667,823,3.840293333,3160.561413,0.018666667,0.416,0.565333333,0.029333333,0.712,0.256,0.002666667,0,0.954666667,0.042666667,0.002666667,0.712,0.128,0.128,0.029333333,0.002666667
CUST0000418732,Other,5,Unclas,3,2007-10-08 00:00:00,2007-11-22 00:00:00,2,26.05,22.5,281,13.025,3660.025,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,0
CUST0000418790,Young Families,2,Mid Market,1,2007-01-20 00:00:00,2007-03-16 00:00:00,2,6.19,27.5,542,3.095,1677.49,0,0,1,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0.5
CUST0000418887,Other,5,Less Affluent,0,2006-05-01 00:00:00,2008-07-05 00:00:00,7,67.19,113.7142857,806,9.598571429,7736.448571,0.285714286,0.714285714,0,0.142857143,0.857142857,0,0,0,0.285714286,0.714285714,0,0.285714286,0,0.714285714,0,0
CUST0000419601,OA,1,UP Market,2,2007-09-02 00:00:00,2007-09-02 00:00:00,1,1.36,0,317,1.36,431.12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000419761,Young Adults,0,Mid Market,1,2006-04-19 00:00:00,2008-06-30 00:00:00,40,483.96,20.075,818,12.099,9896.982,0.35,0.425,0.225,0.45,0.4,0.15,0,0.225,0.55,0.225,0,0.425,0.225,0.175,0.175,0
CUST0000419779,Young Adults,0,Mid Market,1,2006-04-11 00:00:00,2008-07-05 00:00:00,141,3374.27,5.787234043,826,23.93099291,19767.00014,0.382978723,0.312056738,0.304964539,0.177304965,0.666666667,0.120567376,0.035460993,0.163120567,0.588652482,0.24822695,0,0.319148936,0.106382979,0.382978723,0.191489362,0
CUST0000420108,Young Adults,0,Mid Market,1,2007-10-21 00:00:00,2008-02-21 00:00:00,2,4.06,61.5,268,2.03,544.04,0,0.5,0.5,0,1,0,0,0,1,0,0,0.5,0,0,0.5,0
CUST0000420119,Other,5,Mid Market,1,2006-04-15 00:00:00,2008-07-05 00:00:00,165,5078.03,4.921212121,822,30.77593939,25297.82218,0.581818182,0.181818182,0.236363636,0.375757576,0.509090909,0.109090909,0.006060606,0.509090909,0.412121212,0.072727273,0.006060606,0.539393939,0.418181818,0.03030303,0.006060606,0.006060606
CUST0000420196,Other,5,Mid Market,1,2007-09-29 00:00:00,2008-06-13 00:00:00,3,167.64,86,290,55.88,16205.2,1,0,0,0,1,0,0,1,0,0,0,0.666666667,0,0.333333333,0,0
CUST0000420363,Other,5,Mid Market,1,2006-04-10 00:00:00,2008-07-06 00:00:00,335,8281.66,2.441791045,827,24.72137313,20444.57558,0.543283582,0.28358209,0.173134328,0.232835821,0.704477612,0.044776119,0.017910448,0.265671642,0.4,0.331343284,0.002985075,0.376119403,0.334328358,0.250746269,0.035820896,0.002985075
CUST0000420556,Young Adults,0,UP Market,2,2007-09-09 00:00:00,2007-09-09 00:00:00,1,6.66,0,310,6.66,2064.6,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
CUST0000420601,Other,5,UP Market,2,2006-05-17 00:00:00,2008-06-28 00:00:00,41,123.45,18.85365854,790,3.01097561,2378.670732,0.024390244,0.487804878,0.487804878,0.073170732,0.658536585,0.268292683,0,0,0.853658537,0.146341463,0,0.609756098,0,0.243902439,0.146341463,0
CUST0000420871,OA,1,UP Market,2,2008-02-29 00:00:00,2008-06-27 00:00:00,2,11.34,59.5,137,5.67,776.79,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
CUST0000421273,Other,5,Mid Market,1,2006-05-10 00:00:00,2007-05-26 00:00:00,5,71.91,76.2,797,14.382,11462.454,0.6,0.4,0,0,0.4,0.6,0,0,0.4,0.6,0,0.8,0,0.2,0,0
CUST0000422532,Other,5,UP Market,2,2006-04-25 00:00:00,2008-06-15 00:00:00,6,20.6,130.3333333,812,3.433333333,2787.866667,0,0.666666667,0.333333333,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000422634,Young Families,2,Less Affluent,0,2006-08-25 00:00:00,2008-06-29 00:00:00,14,305.79,48.14285714,690,21.84214286,15071.07857,0.642857143,0.285714286,0.071428571,0.285714286,0.642857143,0.071428571,0,0.214285714,0.214285714,0.571428571,0,0.071428571,0.357142857,0.571428571,0,0
CUST0000422638,Young Adults,0,Mid Market,1,2006-12-16 00:00:00,2007-12-11 00:00:00,4,27.82,90,577,6.955,4013.035,0.25,0,0.75,0.25,0.75,0,0,0,0.75,0.25,0,0.75,0,0.25,0,0
CUST0000422766,OA,1,Mid Market,1,2007-06-05 00:00:00,2008-07-05 00:00:00,4,38.99,99,406,9.7475,3957.485,0,0.75,0.25,0.25,0.75,0,0,0,1,0,0,0.75,0,0.25,0,0
CUST0000423000,Other,5,UP Market,2,2007-05-30 00:00:00,2007-05-30 00:00:00,1,2,0,412,2,824,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
CUST0000423130,Older Adults,3,Mid Market,1,2006-07-19 00:00:00,2006-07-19 00:00:00,1,9.81,0,727,9.81,7131.87,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000424039,Other,5,Mid Market,1,2006-05-24 00:00:00,2007-11-01 00:00:00,4,41.92,131.5,783,10.48,8205.84,0.5,0.5,0,0,0.75,0.25,0,0.25,0,0.75,0,0.5,0.25,0.25,0,0
CUST0000424316,Young Adults,0,UP Market,2,2006-05-20 00:00:00,2008-06-30 00:00:00,21,463.84,36.76190476,787,22.08761905,17382.95619,0.666666667,0.238095238,0.095238095,0.047619048,0.476190476,0.476190476,0,0.047619048,0.19047619,0.761904762,0,0.285714286,0.095238095,0.476190476,0.142857143,0
CUST0000424514,Young Adults,0,UP Market,2,2006-08-14 00:00:00,2008-05-07 00:00:00,2,13.94,316,701,6.97,4885.97,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
CUST0000424858,Other,5,Less Affluent,0,2006-08-06 00:00:00,2006-08-06 00:00:00,1,1.45,0,709,1.45,1028.05,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000425485,Young Adults,0,UP Market,2,2007-11-19 00:00:00,2007-11-19 00:00:00,1,1.89,0,239,1.89,451.71,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000425522,Young Adults,0,UP Market,2,2006-07-15 00:00:00,2008-06-19 00:00:00,24,225.04,29.375,731,9.376666667,6854.343333,0.291666667,0.416666667,0.291666667,0.25,0.625,0.125,0,0,0.625,0.375,0,0.791666667,0.041666667,0.083333333,0.083333333,0
CUST0000425869,Other,5,Mid Market,1,2006-07-12 00:00:00,2008-05-25 00:00:00,4,33.3,170.75,734,8.325,6110.55,0,1,0,0,0.75,0.25,0,0,0.5,0.5,0,1,0,0,0,0
CUST0000426156,Young Families,2,Less Affluent,0,2006-05-31 00:00:00,2008-03-30 00:00:00,11,160.52,60.81818182,776,14.59272727,11323.95636,0.636363636,0.363636364,0,0.727272727,0.272727273,0,0,0.272727273,0.363636364,0.363636364,0,0.545454545,0,0.454545455,0,0
CUST0000426205,OA,1,Mid Market,1,2007-02-15 00:00:00,2008-03-23 00:00:00,2,35.77,201,516,17.885,9228.66,0.5,0,0.5,0,1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0
CUST0000426230,Other,5,Mid Market,1,2006-09-18 00:00:00,2008-05-05 00:00:00,12,80.5,49.58333333,666,6.708333333,4467.75,0,0.416666667,0.583333333,0.416666667,0.5,0,0.083333333,0,1,0,0,0.166666667,0.333333333,0.166666667,0.333333333,0
CUST0000426701,OA,1,Less Affluent,0,2006-11-14 00:00:00,2008-06-26 00:00:00,20,289.66,29.5,609,14.483,8820.147,0.45,0.3,0.25,0.5,0.5,0,0,0.2,0.5,0.3,0,0.15,0.35,0.5,0,0
CUST0000427089,Other,5,Unclas,3,2006-12-13 00:00:00,2006-12-13 00:00:00,1,16.34,0,580,16.34,9477.2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000427158,Young Families,2,Mid Market,1,2006-06-02 00:00:00,2007-11-25 00:00:00,2,2.27,270.5,774,1.135,878.49,0,0,1,0,1,0,0,0,1,0,0,0,0.5,0,0.5,0
CUST0000427655,Other,5,Mid Market,1,2007-06-26 00:00:00,2008-06-18 00:00:00,2,43.84,179,385,21.92,8439.2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
CUST0000427815,Young Adults,0,Less Affluent,0,2006-07-16 00:00:00,2006-07-16 00:00:00,1,1.54,0,730,1.54,1124.2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000428136,OA,1,Mid Market,1,2006-09-21 00:00:00,2006-09-21 00:00:00,1,6.4,0,663,6.4,4243.2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000428504,Young Families,2,Mid Market,1,2006-04-21 00:00:00,2008-05-26 00:00:00,24,461.4,31.91666667,816,19.225,15687.6,0.458333333,0.458333333,0.083333333,0.208333333,0.5,0.291666667,0,0.125,0.375,0.5,0,0.625,0.125,0.208333333,0.041666667,0
CUST0000428851,Pensioners,4,Less Affluent,0,2006-05-02 00:00:00,2008-05-14 00:00:00,25,91.66,29.72,805,3.6664,2951.452,0.04,0.68,0.28,0.68,0.28,0.04,0,0,0.64,0.36,0,0.56,0.28,0.16,0,0
CUST0000429416,Young Families,2,Mid Market,1,2006-08-01 00:00:00,2007-11-03 00:00:00,3,3.83,153,714,1.276666667,911.54,0,0,1,0.333333333,0.666666667,0,0,0,1,0,0,0.666666667,0,0,0.333333333,0
CUST0000429733,Other,5,Unclas,3,2006-12-23 00:00:00,2006-12-23 00:00:00,1,3.73,0,570,3.73,2126.1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
CUST0000430295,Other,5,Less Affluent,0,2006-08-04 00:00:00,2006-08-05 00:00:00,2,11.41,0.5,711,5.705,4056.255,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0
CUST0000430560,OA,1,UP Market,2,2007-03-24 00:00:00,2008-02-02 00:00:00,3,58.8,105,479,19.6,9388.4,0.666666667,0.333333333,0,0,0.666666667,0.333333333,0,0.333333333,0,0.666666667,0,0.666666667,0.333333333,0,0,0
CUST0000430660,Young Families,2,Mid Market,1,2006-04-16 00:00:00,2008-05-22 00:00:00,69,2536.35,11.11594203,821,36.75869565,30178.88913,0.942028986,0.043478261,0.014492754,0,0.652173913,0.333333333,0.014492754,0.594202899,0.086956522,0.304347826,0.014492754,0.594202899,0.072463768,0.31884058,0,0.014492754
CUST0000430866,Older Adults,3,UP Market,2,2007-11-20 00:00:00,2007-11-20 00:00:00,1,7,0,238,7,1666,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CUST0000431028,Other,5,UP Market,2,2007-11-14 00:00:00,2008-05-04 00:00:00,2,8.34,86,244,4.17,1017.48,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
CUST0000431111,Other,5,Less Affluent,0,2006-04-25 00:00:00,2008-05-13 00:00:00,15,52.57,49.93333333,812,3.504666667,2845.789333,0.066666667,0.6,0.333333333,0.4,0.466666667,0.133333333,0,0,0.6,0.4,0,0.266666667,0.266666667,0.466666667,0,0
CUST0000431431,Young Adults,0,Less Affluent,0,2007-05-04 00:00:00,2007-05-04 00:00:00,1,3.65,0,438,3.65,1598.7,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000431572,Other,5,Less Affluent,0,2006-10-08 00:00:00,2006-10-08 00:00:00,1,32.34,0,646,32.34,20891.64,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000431761,Young Adults,0,Mid Market,1,2006-06-17 00:00:00,2007-03-07 00:00:00,3,121.98,87.66666667,759,40.66,30860.94,1,0,0,0,1,0,0,0.333333333,0,0.666666667,0,1,0,0,0,0
CUST0000432512,Other,5,Unclas,3,2006-08-19 00:00:00,2008-05-26 00:00:00,7,52.22,92.28571429,696,7.46,5192.16,0,0.428571429,0.571428571,0,0.428571429,0.571428571,0,0,0.714285714,0.285714286,0,0.714285714,0.285714286,0,0,0
CUST0000432685,Other,5,Less Affluent,0,2007-05-31 00:00:00,2008-05-20 00:00:00,2,1.36,177.5,411,0.68,279.48,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000432709,Other,5,Mid Market,1,2006-05-24 00:00:00,2008-04-14 00:00:00,3,142.89,230.3333333,783,47.63,37294.29,1,0,0,0.333333333,0.666666667,0,0,0.666666667,0,0.333333333,0,0,0,1,0,0
CUST0000433361,Older Adults,3,UP Market,2,2007-07-19 00:00:00,2007-07-19 00:00:00,1,0.39,0,362,0.39,141.18,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000433708,Older Adults,3,Mid Market,1,2007-12-05 00:00:00,2007-12-05 00:00:00,1,2.01,0,223,2.01,448.23,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
CUST0000433825,Other,5,Mid Market,1,2008-04-02 00:00:00,2008-04-02 00:00:00,1,16.66,0,104,16.66,1732.64,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
CUST0000433977,Other,5,Less Affluent,0,2006-05-01 00:00:00,2008-07-01 00:00:00,12,364.51,66,806,30.37583333,24482.92167,0.583333333,0.333333333,0.083333333,0.333333333,0.666666667,0,0,0.416666667,0.166666667,0.416666667,0,0.25,0.25,0.416666667,0.083333333,0
CUST0000434013,Pensioners,4,Mid Market,1,2006-04-14 00:00:00,2008-06-22 00:00:00,130,620.88,6.153846154,823,4.776,3930.648,0.053846154,0.723076923,0.223076923,0.192307692,0.592307692,0.215384615,0,0,0.653846154,0.346153846,0,0.661538462,0.076923077,0.261538462,0,0
CUST0000434489,Other,5,UP Market,2,2006-04-10 00:00:00,2008-05-29 00:00:00,13,514.03,60,827,39.54076923,32700.21615,0.769230769,0.076923077,0.153846154,0,0.384615385,0.615384615,0,0.384615385,0.230769231,0.384615385,0,0.538461538,0.230769231,0.230769231,0,0
CUST0000434655,Other,5,Mid Market,1,2007-08-17 00:00:00,2007-11-22 00:00:00,3,34.14,32.33333333,333,11.38,3789.54,0.333333333,0.666666667,0,0,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0,0.666666667,0,0.333333333,0,0
CUST0000435195,Young Families,2,Less Affluent,0,2006-10-30 00:00:00,2008-06-01 00:00:00,23,571.65,25.2173913,624,24.85434783,15509.11304,0.826086957,0.130434783,0.043478261,0.826086957,0.130434783,0,0.043478261,0.52173913,0.130434783,0.347826087,0,0.434782609,0.086956522,0.391304348,0.086956522,0
CUST0000436015,Pensioners,4,UP Market,2,2006-06-12 00:00:00,2007-06-08 00:00:00,4,29.06,90.25,764,7.265,5550.46,0.25,0.5,0.25,0,0.5,0.5,0,0,0.5,0.5,0,0.25,0,0.25,0.5,0
CUST0000436040,OA,1,UP Market,2,2006-11-13 00:00:00,2006-11-13 00:00:00,1,1.02,0,610,1.02,622.2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
CUST0000436160,OA,1,Less Affluent,0,2006-07-17 00:00:00,2008-05-13 00:00:00,5,123.84,133.2,729,24.768,18055.872,0.8,0.2,0,0.8,0.2,0,0,0.8,0.2,0,0,0,0.4,0.6,0,0
CUST0000436394,Other,5,Less Affluent,0,2006-05-24 00:00:00,2008-07-04 00:00:00,24,352.97,32.16666667,783,14.70708333,11515.64625,0.5,0.416666667,0.083333333,0.416666667,0.458333333,0.125,0,0.25,0.458333333,0.291666667,0,0.625,0.166666667,0.208333333,0,0
CUST0000436891,Pensioners,4,UP Market,2,2006-06-12 00:00:00,2008-05-13 00:00:00,24,85.06,29.20833333,764,3.544166667,2707.743333,0.041666667,0.666666667,0.291666667,0.083333333,0.5,0.416666667,0,0,0.916666667,0.083333333,0,0.916666667,0.041666667,0.041666667,0,0
CUST0000437046,Other,5,Less Affluent,0,2007-07-30 00:00:00,2008-04-11 00:00:00,3,32.01,85.33333333,351,10.67,3745.17,0,1,0,0.333333333,0.666666667,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0
CUST0000437165,Young Adults,0,UP Market,2,2006-10-30 00:00:00,2008-04-14 00:00:00,12,291.93,44.33333333,624,24.3275,15180.36,0.416666667,0.333333333,0.25,0.083333333,0.416666667,0.5,0,0.25,0.5,0.25,0,0.583333333,0,0.25,0.166666667,0
CUST0000438114,Other,5,Less Affluent,0,2006-08-18 00:00:00,2008-05-22 00:00:00,2,79.06,321.5,697,39.53,27552.41,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
CUST0000438228,Older Adults,3,Mid Market,1,2006-04-24 00:00:00,2008-06-26 00:00:00,35,407.36,22.68571429,813,11.63885714,9462.390857,0,0.4,0.6,0,0.6,0,0.4,0,1,0,0,0.371428571,0,0.085714286,0.542857143,0
CUST0000438271,Other,5,Less Affluent,0,2006-08-25 00:00:00,2008-06-07 00:00:00,7,141.11,93.14285714,690,20.15857143,13909.41429,0.571428571,0,0.428571429,0.285714286,0.571428571,0.142857143,0,0.571428571,0.428571429,0,0,0.571428571,0.142857143,0.285714286,0,0
CUST0000438334,Other,5,Unclas,3,2006-07-13 00:00:00,2006-07-13 00:00:00,1,4.71,0,733,4.71,3452.43,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
CUST0000438442,Other,5,Less Affluent,0,2007-11-19 00:00:00,2008-06-01 00:00:00,3,224.93,65,239,74.97666667,17919.42333,1,0,0,0.333333333,0.666666667,0,0,1,0,0,0,0,0,1,0,0
CUST0000438603,Other,5,Less Affluent,0,2007-02-02 00:00:00,2007-02-02 00:00:00,2,2.99,0,529,1.495,790.855,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
CUST0000438704,Young Adults,0,UP Market,2,2007-09-05 00:00:00,2008-06-01 00:00:00,22,159.07,12.27272727,314,7.230454545,2270.362727,0.363636364,0.363636364,0.272727273,0,0.227272727,0.545454545,0.227272727,0,0.363636364,0.409090909,0.227272727,0.454545455,0.090909091,0.181818182,0.045454545,0.227272727
CUST0000438993,OA,1,Mid Market,1,2007-01-01 00:00:00,2008-05-17 00:00:00,21,607.47,23.9047619,561,28.92714286,16228.12714,0.666666667,0.238095238,0.095238095,0.047619048,0.619047619,0.333333333,0,0.428571429,0.285714286,0.285714286,0,0.476190476,0.095238095,0.380952381,0.047619048,0
CUST0000439220,Young Adults,0,Mid Market,1,2007-11-28 00:00:00,2007-11-28 00:00:00,1,0.75,0,230,0.75,172.5,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
